Age,Gender,Participant ID,Test ID,PAM,# Box,State,Within Range?,Box Collision?,Timestamp,End!
20,Male,6,0,0,1,1,Yes,No,4.311,n/a
20,Male,6,0,0,2,3,n/a,Yes,8.821,n/a
20,Male,6,0,0,3,1,Yes,No,12.667,n/a
20,Male,6,0,0,4,1,Yes,No,17.017,n/a
20,Male,6,0,0,5,1,Yes,No,21.124,n/a
20,Male,6,0,0,6,1,Yes,No,25.454,n/a
20,Male,6,0,0,7,1,Yes,No,29.602,n/a
20,Male,6,0,0,8,1,Yes,No,33.726,n/a
20,Male,6,0,0,9,3,n/a,Yes,38.275,n/a
20,Male,6,0,0,10,1,n/a,Yes,42.53,n/a
20,Male,6,0,0,10,1,No,No,42.597,n/a
20,Male,6,0,n/a,n/a,n/a,n/a,n/a,47.339,End!
20,Male,6,1,3,1,1,Yes,No,4.165,n/a
20,Male,6,1,3,2,1,Yes,No,8.527,n/a
20,Male,6,1,3,3,3,n/a,Yes,12.987,n/a
20,Male,6,1,3,4,1,Yes,No,17.042,n/a
20,Male,6,1,3,5,1,Yes,No,21.206,n/a
20,Male,6,1,3,6,2,n/a,Yes,25.68,n/a
20,Male,6,1,3,7,2,n/a,Yes,29.906,n/a
20,Male,6,1,3,8,1,Yes,No,33.856,n/a
20,Male,6,1,3,9,3,n/a,Yes,38.341,n/a
20,Male,6,1,3,10,2,n/a,Yes,42.553,n/a
20,Male,6,1,3,11,1,Yes,No,46.537,n/a
20,Male,6,1,3,11,1,No,No,46.737,n/a
20,Male,6,1,3,12,3,No,No,50.842,n/a
20,Male,6,1,3,12,3,n/a,Yes,50.96,n/a
20,Male,6,1,3,13,1,Yes,No,54.836,n/a
20,Male,6,1,3,14,1,Yes,No,59.213,n/a
20,Male,6,1,3,15,2,n/a,Yes,63.657,n/a
20,Male,6,1,3,16,3,n/a,Yes,67.86,n/a
20,Male,6,1,3,17,3,n/a,Yes,72.066,n/a
20,Male,6,1,3,18,1,Yes,No,76.029,n/a
20,Male,6,1,3,19,2,n/a,Yes,80.49,n/a
20,Male,6,1,3,20,1,Yes,No,84.455,n/a
20,Male,6,1,n/a,n/a,n/a,n/a,n/a,89.531,End!
20,Male,6,2,4,1,1,Yes,No,4.334,n/a
20,Male,6,2,4,2,2,Yes,No,9.972,n/a
20,Male,6,2,4,3,1,No,No,14.494,n/a
20,Male,6,2,4,3,4,n/a,Yes,14.578,n/a
20,Male,6,2,4,4,1,Yes,No,18.67,n/a
20,Male,6,2,4,5,1,Yes,No,22.848,n/a
20,Male,6,2,4,6,3,n/a,Yes,27.237,n/a
20,Male,6,2,4,7,1,Yes,No,31.238,n/a
20,Male,6,2,4,8,2,Yes,No,36.598,n/a
20,Male,6,2,4,9,1,Yes,No,40.994,n/a
20,Male,6,2,4,10,2,Yes,No,46.64,n/a
20,Male,6,2,4,11,3,n/a,Yes,51.197,n/a
20,Male,6,2,4,12,1,Yes,No,55.21,n/a
20,Male,6,2,4,13,1,Yes,No,59.397,n/a
20,Male,6,2,4,14,2,Yes,No,65.005,n/a
20,Male,6,2,4,15,1,Yes,No,69.373,n/a
20,Male,6,2,4,16,3,n/a,Yes,73.788,n/a
20,Male,6,2,4,17,1,Yes,No,77.802,n/a
20,Male,6,2,4,18,3,n/a,Yes,82.239,n/a
20,Male,6,2,4,19,1,Yes,No,86.195,n/a
20,Male,6,2,4,20,2,Yes,No,91.724,n/a
20,Male,6,2,n/a,n/a,n/a,n/a,n/a,96.958,End!
20,Male,6,3,5,1,1,Yes,No,4.296,n/a
20,Male,6,3,5,2,1,Yes,No,8.624,n/a
20,Male,6,3,5,3,3,n/a,Yes,13.02,n/a
20,Male,6,3,5,4,2,Yes,No,16.964,n/a
20,Male,6,3,5,5,1,Yes,No,20.63,n/a
20,Male,6,3,5,6,1,Yes,No,24.803,n/a
20,Male,6,3,5,7,2,Yes,No,28.919,n/a
20,Male,6,3,5,8,3,n/a,Yes,32.768,n/a
20,Male,6,3,5,9,1,Yes,No,36.768,n/a
20,Male,6,3,5,10,1,Yes,No,40.877,n/a
20,Male,6,3,5,11,2,Yes,No,44.931,n/a
20,Male,6,3,5,12,2,Yes,No,48.778,n/a
20,Male,6,3,5,13,1,Yes,No,52.358,n/a
20,Male,6,3,5,14,1,Yes,No,56.545,n/a
20,Male,6,3,5,15,3,n/a,Yes,60.929,n/a
20,Male,6,3,5,16,1,Yes,No,64.837,n/a
20,Male,6,3,5,17,2,Yes,No,69.081,n/a
20,Male,6,3,5,18,3,n/a,Yes,72.922,n/a
20,Male,6,3,5,19,3,n/a,Yes,77.141,n/a
20,Male,6,3,5,20,1,No,No,81.284,n/a
20,Male,6,3,5,20,1,n/a,Yes,81.369,n/a
20,Male,6,3,5,21,1,No,No,82.048,n/a
20,Male,6,3,n/a,n/a,n/a,n/a,n/a,86.157,End!
20,Male,6,4,2,1,1,Yes,No,4.393,n/a
20,Male,6,4,2,2,1,No,No,8.706,n/a
20,Male,6,4,2,2,4,n/a,Yes,8.789,n/a
20,Male,6,4,2,4,1,Yes,No,17.022,n/a
20,Male,6,4,2,4,1,No,No,17.204,n/a
20,Male,6,4,2,6,1,Yes,No,25.435,n/a
20,Male,6,4,2,8,1,Yes,No,33.945,n/a
20,Male,6,4,2,9,1,Yes,No,38.046,n/a
20,Male,6,4,2,10,3,n/a,Yes,42.531,n/a
20,Male,6,4,2,11,1,Yes,No,46.492,n/a
20,Male,6,4,2,12,3,n/a,Yes,50.949,n/a
20,Male,6,4,2,12,3,No,No,51.214,n/a
20,Male,6,4,2,13,2,No,No,55.375,n/a
20,Male,6,4,2,14,1,Yes,No,59.214,n/a
20,Male,6,4,2,15,1,Yes,No,63.333,n/a
20,Male,6,4,2,17,3,n/a,Yes,72.019,n/a
20,Male,6,4,2,18,3,n/a,Yes,76.215,n/a
20,Male,6,4,2,19,1,Yes,No,80.262,n/a
20,Male,6,4,2,20,1,Yes,No,84.373,n/a
20,Male,6,4,n/a,n/a,n/a,n/a,n/a,89.414,End!
20,Male,6,5,1,1,1,Yes,No,4.328,n/a
20,Male,6,5,1,2,3,n/a,Yes,8.834,n/a
20,Male,6,5,1,3,2,Yes,No,12.817,n/a
20,Male,6,5,1,4,1,Yes,No,17.078,n/a
20,Male,6,5,1,5,1,Yes,No,21.257,n/a
20,Male,6,5,1,6,2,Yes,No,25.427,n/a
20,Male,6,5,1,7,1,Yes,No,29.608,n/a
20,Male,6,5,1,8,1,Yes,No,33.918,n/a
20,Male,6,5,1,9,2,Yes,No,38.097,n/a
20,Male,6,5,1,10,3,No,No,42.414,n/a
20,Male,6,5,1,10,3,n/a,Yes,42.528,n/a
20,Male,6,5,1,11,1,Yes,No,46.6,n/a
20,Male,6,5,1,12,2,Yes,No,50.72,n/a
20,Male,6,5,1,13,1,Yes,No,54.91,n/a
20,Male,6,5,1,14,3,n/a,Yes,59.399,n/a
20,Male,6,5,1,15,1,Yes,No,63.389,n/a
20,Male,6,5,1,16,1,Yes,No,67.579,n/a
20,Male,6,5,1,17,2,Yes,No,71.82,n/a
20,Male,6,5,1,18,1,Yes,No,75.996,n/a
20,Male,6,5,1,19,3,n/a,Yes,80.484,n/a
20,Male,6,5,1,20,3,n/a,Yes,84.702,n/a
20,Male,6,5,n/a,n/a,n/a,n/a,n/a,89.507,End!
