Age,Gender,Participant ID,Test ID,PAM,# Box,State,Within Range?,Box Collision?,Timestamp,End!
20,Male,23,0,0,1,1,Yes,No,4.341,n/a
20,Male,23,0,0,2,3,n/a,Yes,8.782,n/a
20,Male,23,0,0,3,1,Yes,No,12.721,n/a
20,Male,23,0,0,4,1,Yes,No,16.995,n/a
20,Male,23,0,0,5,1,Yes,No,21.218,n/a
20,Male,23,0,0,6,3,n/a,Yes,25.641,n/a
20,Male,23,0,0,7,1,Yes,No,29.61,n/a
20,Male,23,0,0,8,1,Yes,No,33.869,n/a
20,Male,23,0,0,9,1,Yes,No,37.973,n/a
20,Male,23,0,0,9,1,No,No,38.207,n/a
20,Male,23,0,0,10,1,Yes,No,42.154,n/a
20,Male,23,0,n/a,n/a,n/a,n/a,n/a,47.283,End!
20,Male,23,1,1,1,3,n/a,Yes,4.581,n/a
20,Male,23,1,1,2,2,Yes,No,8.556,n/a
20,Male,23,1,1,2,2,No,No,8.769,n/a
20,Male,23,1,1,3,1,Yes,No,12.763,n/a
20,Male,23,1,1,4,1,Yes,No,16.967,n/a
20,Male,23,1,1,4,1,No,No,17.149,n/a
20,Male,23,1,1,5,3,No,No,21.336,n/a
20,Male,23,1,1,5,3,n/a,Yes,21.42,n/a
20,Male,23,1,1,6,1,Yes,No,25.353,n/a
20,Male,23,1,1,7,2,Yes,No,29.588,n/a
20,Male,23,1,1,7,2,No,No,29.736,n/a
20,Male,23,1,1,8,1,Yes,No,33.722,n/a
20,Male,23,1,1,9,1,Yes,No,37.929,n/a
20,Male,23,1,1,10,2,Yes,No,42.096,n/a
20,Male,23,1,1,11,1,Yes,No,46.295,n/a
20,Male,23,1,1,12,2,Yes,No,50.594,n/a
20,Male,23,1,1,12,2,No,No,50.794,n/a
20,Male,23,1,1,13,3,n/a,Yes,55.105,n/a
20,Male,23,1,1,14,1,Yes,No,59.081,n/a
20,Male,23,1,1,15,1,Yes,No,63.217,n/a
20,Male,23,1,1,15,1,No,No,63.437,n/a
20,Male,23,1,1,16,3,n/a,Yes,67.701,n/a
20,Male,23,1,1,17,2,Yes,No,71.649,n/a
20,Male,23,1,1,17,2,No,No,71.845,n/a
20,Male,23,1,1,18,1,Yes,No,75.813,n/a
20,Male,23,1,1,19,1,Yes,No,80.042,n/a
20,Male,23,1,1,19,1,No,No,80.242,n/a
20,Male,23,1,1,20,3,n/a,Yes,84.534,n/a
20,Male,23,1,n/a,n/a,n/a,n/a,n/a,89.343,End!
20,Male,23,2,2,1,1,Yes,No,4.268,n/a
20,Male,23,2,2,2,1,Yes,No,8.562,n/a
20,Male,23,2,2,2,1,No,No,8.763,n/a
20,Male,23,2,2,4,3,n/a,Yes,17.216,n/a
20,Male,23,2,2,5,1,Yes,No,21.185,n/a
20,Male,23,2,2,5,1,No,No,21.4,n/a
20,Male,23,2,2,6,1,Yes,No,25.421,n/a
20,Male,23,2,2,7,2,No,No,29.746,n/a
20,Male,23,2,2,8,1,Yes,No,33.764,n/a
20,Male,23,2,2,10,3,n/a,Yes,42.469,n/a
20,Male,23,2,2,11,3,n/a,Yes,46.68,n/a
20,Male,23,2,2,12,1,Yes,No,50.61,n/a
20,Male,23,2,2,12,1,No,No,50.827,n/a
20,Male,23,2,2,13,1,Yes,No,54.754,n/a
20,Male,23,2,2,15,1,Yes,No,63.111,n/a
20,Male,23,2,2,16,3,No,No,67.648,n/a
20,Male,23,2,2,16,3,n/a,Yes,67.732,n/a
20,Male,23,2,2,17,3,n/a,Yes,71.947,n/a
20,Male,23,2,2,19,1,Yes,No,80.145,n/a
20,Male,23,2,2,19,1,No,No,80.328,n/a
20,Male,23,2,2,20,1,Yes,No,84.42,n/a
20,Male,23,2,n/a,n/a,n/a,n/a,n/a,89.441,End!
20,Male,23,3,5,1,1,Yes,No,4.358,n/a
20,Male,23,3,5,1,1,No,No,4.572,n/a
20,Male,23,3,5,2,1,Yes,No,8.487,n/a
20,Male,23,3,5,2,1,No,No,8.714,n/a
20,Male,23,3,5,3,3,n/a,Yes,13.002,n/a
20,Male,23,3,5,4,3,n/a,Yes,17.217,n/a
20,Male,23,3,5,5,1,Yes,No,21.063,n/a
20,Male,23,3,5,6,1,Yes,No,25.383,n/a
20,Male,23,3,5,7,2,Yes,No,29.644,n/a
20,Male,23,3,5,8,2,Yes,No,33.271,n/a
20,Male,23,3,5,9,1,Yes,No,36.865,n/a
20,Male,23,3,5,9,1,No,No,37.077,n/a
