Age,Gender,Participant ID,Test ID,PAM,# Box,State,Within Range?,Box Collision?,Timestamp,End!
23,Male,12,0,0,1,1,Yes,No,4.355,n/a
23,Male,12,0,0,2,3,n/a,Yes,8.782,n/a
23,Male,12,0,0,3,1,Yes,No,12.722,n/a
23,Male,12,0,0,4,1,Yes,No,16.903,n/a
23,Male,12,0,0,5,1,Yes,No,21.096,n/a
23,Male,12,0,0,6,1,Yes,No,25.201,n/a
23,Male,12,0,0,7,1,Yes,No,29.587,n/a
23,Male,12,0,0,8,1,Yes,No,33.763,n/a
23,Male,12,0,0,9,1,Yes,No,37.935,n/a
23,Male,12,0,0,10,3,n/a,Yes,42.532,n/a
23,Male,12,0,n/a,n/a,n/a,n/a,n/a,47.356,End!
23,Male,12,1,5,1,1,Yes,No,4.201,n/a
23,Male,12,1,5,2,1,Yes,No,8.442,n/a
23,Male,12,1,5,3,2,Yes,No,12.642,n/a
23,Male,12,1,5,4,1,Yes,No,16.287,n/a
23,Male,12,1,5,5,1,Yes,No,20.469,n/a
23,Male,12,1,5,6,3,n/a,Yes,24.978,n/a
23,Male,12,1,5,7,2,Yes,No,28.958,n/a
23,Male,12,1,5,7,2,No,No,29.177,n/a
23,Male,12,1,5,8,4,n/a,Yes,32.746,n/a
23,Male,12,1,5,9,1,Yes,No,36.732,n/a
23,Male,12,1,5,10,2,Yes,No,40.907,n/a
23,Male,12,1,5,11,1,Yes,No,44.498,n/a
23,Male,12,1,5,12,1,Yes,No,48.539,n/a
23,Male,12,1,5,13,2,Yes,No,52.86,n/a
23,Male,12,1,5,14,1,Yes,No,56.633,n/a
23,Male,12,1,5,15,3,n/a,Yes,60.996,n/a
23,Male,12,1,5,16,1,Yes,No,64.878,n/a
23,Male,12,1,5,17,3,n/a,Yes,69.421,n/a
23,Male,12,1,5,18,1,Yes,No,73.302,n/a
23,Male,12,1,5,19,2,Yes,No,77.414,n/a
23,Male,12,1,5,20,3,n/a,Yes,81.412,n/a
23,Male,12,1,n/a,n/a,n/a,n/a,n/a,86.265,End!
23,Male,12,2,3,1,1,Yes,No,4.309,n/a
23,Male,12,2,3,2,2,n/a,Yes,8.804,n/a
23,Male,12,2,3,3,1,Yes,No,12.807,n/a
23,Male,12,2,3,4,2,n/a,Yes,17.22,n/a
23,Male,12,2,3,5,1,Yes,No,21.142,n/a
23,Male,12,2,3,6,3,n/a,Yes,25.634,n/a
23,Male,12,2,3,7,1,Yes,No,29.511,n/a
23,Male,12,2,3,8,3,n/a,Yes,34.043,n/a
23,Male,12,2,3,9,1,Yes,No,37.953,n/a
23,Male,12,2,3,10,2,n/a,Yes,42.5,n/a
23,Male,12,2,3,11,2,n/a,Yes,46.72,n/a
23,Male,12,2,3,12,1,Yes,No,50.697,n/a
23,Male,12,2,3,13,3,n/a,Yes,55.167,n/a
23,Male,12,2,3,14,1,Yes,No,59.118,n/a
23,Male,12,2,3,15,1,Yes,No,63.306,n/a
23,Male,12,2,3,16,3,n/a,Yes,67.838,n/a
23,Male,12,2,3,17,3,n/a,Yes,72.072,n/a
23,Male,12,2,3,18,1,Yes,No,75.989,n/a
23,Male,12,2,3,19,2,n/a,Yes,80.522,n/a
23,Male,12,2,3,20,1,Yes,No,84.481,n/a
23,Male,12,2,n/a,n/a,n/a,n/a,n/a,89.588,End!
23,Male,12,3,1,1,2,Yes,No,4.276,n/a
23,Male,12,3,1,2,1,Yes,No,8.519,n/a
23,Male,12,3,1,3,3,n/a,Yes,13.016,n/a
23,Male,12,3,1,4,1,Yes,No,16.955,n/a
23,Male,12,3,1,5,1,Yes,No,21.273,n/a
23,Male,12,3,1,6,3,n/a,Yes,25.696,n/a
23,Male,12,3,1,7,2,n/a,Yes,29.918,n/a
23,Male,12,3,1,8,1,Yes,No,33.818,n/a
23,Male,12,3,1,9,3,n/a,Yes,38.353,n/a
23,Male,12,3,1,10,2,Yes,No,42.241,n/a
23,Male,12,3,1,11,1,Yes,No,46.567,n/a
23,Male,12,3,1,12,1,Yes,No,50.733,n/a
23,Male,12,3,1,13,2,Yes,No,54.984,n/a
23,Male,12,3,1,14,1,Yes,No,59.237,n/a
23,Male,12,3,1,15,1,Yes,No,63.405,n/a
23,Male,12,3,1,16,3,n/a,Yes,67.968,n/a
23,Male,12,3,1,17,1,Yes,No,71.975,n/a
23,Male,12,3,1,18,2,Yes,No,76.162,n/a
23,Male,12,3,1,19,3,n/a,Yes,80.625,n/a
23,Male,12,3,1,20,1,Yes,No,84.668,n/a
23,Male,12,3,1,20,1,No,No,84.851,n/a
23,Male,12,3,n/a,n/a,n/a,n/a,n/a,89.654,End!
23,Male,12,4,4,1,1,Yes,No,4.179,n/a
23,Male,12,4,4,2,1,Yes,No,8.464,n/a
