Age,Gender,Participant ID,Test ID,PAM,# Box,State,Within Range?,Box Collision?,Timestamp,End!
21,Male,16,0,0,1,1,Yes,No,4.396,n/a
21,Male,16,0,0,2,1,Yes,No,8.662,n/a
21,Male,16,0,0,3,1,Yes,No,12.901,n/a
21,Male,16,0,0,4,1,Yes,No,17.104,n/a
21,Male,16,0,0,5,1,Yes,No,21.348,n/a
21,Male,16,0,0,6,3,n/a,Yes,25.783,n/a
21,Male,16,0,0,7,1,Yes,No,29.779,n/a
21,Male,16,0,0,8,1,Yes,No,34.094,n/a
21,Male,16,0,0,9,1,Yes,No,38.158,n/a
21,Male,16,0,0,10,3,n/a,Yes,42.778,n/a
21,Male,16,0,n/a,n/a,n/a,n/a,n/a,47.597,End!
21,Male,16,1,3,1,3,n/a,Yes,4.604,n/a
21,Male,16,1,3,2,1,Yes,No,8.665,n/a
21,Male,16,1,3,3,1,Yes,No,12.928,n/a
21,Male,16,1,3,4,3,n/a,Yes,17.321,n/a
21,Male,16,1,3,5,1,No,No,21.454,n/a
21,Male,16,1,3,5,4,n/a,Yes,21.572,n/a
21,Male,16,1,3,6,2,n/a,Yes,25.8,n/a
21,Male,16,1,3,7,1,Yes,No,29.836,n/a
21,Male,16,1,3,8,2,No,No,34.154,n/a
21,Male,16,1,3,8,2,n/a,Yes,34.269,n/a
21,Male,16,1,3,9,1,Yes,No,38.355,n/a
21,Male,16,1,3,10,2,n/a,Yes,42.71,n/a
21,Male,16,1,3,11,2,No,No,46.823,n/a
21,Male,16,1,3,11,2,n/a,Yes,46.94,n/a
21,Male,16,1,3,12,1,Yes,No,50.983,n/a
21,Male,16,1,3,13,1,Yes,No,54.994,n/a
21,Male,16,1,3,14,1,Yes,No,59.495,n/a
21,Male,16,1,3,15,1,No,No,63.808,n/a
21,Male,16,1,3,15,4,n/a,Yes,63.893,n/a
21,Male,16,1,3,16,1,Yes,No,68.001,n/a
21,Male,16,1,3,17,2,n/a,Yes,72.379,n/a
21,Male,16,1,3,18,1,Yes,No,76.438,n/a
21,Male,16,1,3,19,1,Yes,No,80.589,n/a
21,Male,16,1,3,20,3,n/a,Yes,85.117,n/a
21,Male,16,1,n/a,n/a,n/a,n/a,n/a,89.949,End!
21,Male,16,2,4,1,1,No,No,4.476,n/a
21,Male,16,2,4,1,4,n/a,Yes,4.594,n/a
21,Male,16,2,4,2,1,No,No,8.713,n/a
21,Male,16,2,4,2,4,n/a,Yes,8.832,n/a
21,Male,16,2,4,3,2,Yes,No,14.438,n/a
21,Male,16,2,4,4,1,Yes,No,18.803,n/a
21,Male,16,2,4,5,1,Yes,No,23.065,n/a
21,Male,16,2,4,6,1,Yes,No,27.193,n/a
21,Male,16,2,4,7,3,n/a,Yes,31.727,n/a
21,Male,16,2,4,8,1,Yes,No,35.698,n/a
21,Male,16,2,4,9,1,Yes,No,40.061,n/a
21,Male,16,2,4,10,2,Yes,No,45.767,n/a
21,Male,16,2,4,10,2,No,No,46.204,n/a
21,Male,16,2,4,11,1,Yes,No,50.093,n/a
21,Male,16,2,4,12,2,Yes,No,55.606,n/a
21,Male,16,2,4,13,1,Yes,No,60.002,n/a
21,Male,16,2,4,14,2,Yes,No,65.729,n/a
21,Male,16,2,4,15,1,Yes,No,70.129,n/a
21,Male,16,2,4,16,2,Yes,No,75.705,n/a
21,Male,16,2,4,17,1,No,No,80.279,n/a
21,Male,16,2,4,17,4,n/a,Yes,80.347,n/a
21,Male,16,2,4,18,1,Yes,No,84.307,n/a
21,Male,16,2,4,19,1,Yes,No,88.526,n/a
21,Male,16,2,4,20,3,No,No,92.983,n/a
21,Male,16,2,4,20,3,n/a,Yes,93.051,n/a
21,Male,16,2,n/a,n/a,n/a,n/a,n/a,97.89,End!
21,Male,16,3,5,1,1,Yes,No,4.427,n/a
21,Male,16,3,5,2,2,Yes,No,8.669,n/a
21,Male,16,3,5,3,1,No,No,12.32,n/a
21,Male,16,3,5,3,4,n/a,Yes,12.436,n/a
21,Male,16,3,5,4,1,Yes,No,16.552,n/a
21,Male,16,3,5,5,2,Yes,No,20.704,n/a
21,Male,16,3,5,6,1,No,No,24.389,n/a
21,Male,16,3,5,6,4,n/a,Yes,24.506,n/a
21,Male,16,3,5,7,1,Yes,No,28.471,n/a
21,Male,16,3,5,8,1,Yes,No,32.721,n/a
21,Male,16,3,5,9,2,Yes,No,37.084,n/a
21,Male,16,3,5,10,1,Yes,No,40.644,n/a
21,Male,16,3,5,11,1,Yes,No,44.758,n/a
21,Male,16,3,5,12,2,Yes,No,49.003,n/a
