Age,Gender,Participant ID,Test ID,PAM,# Box,State,Within Range?,Box Collision?,Timestamp,End!
23,Male,25,0,0,1,1,Yes,No,4.349,n/a
23,Male,25,0,0,2,1,Yes,No,8.562,n/a
23,Male,25,0,0,3,1,Yes,No,12.775,n/a
23,Male,25,0,0,4,1,Yes,No,16.897,n/a
23,Male,25,0,0,5,3,n/a,Yes,21.415,n/a
23,Male,25,0,0,5,3,No,No,21.641,n/a
23,Male,25,0,0,6,3,n/a,Yes,25.604,n/a
23,Male,25,0,0,6,3,No,No,25.767,n/a
23,Male,25,0,0,7,1,Yes,No,29.67,n/a
23,Male,25,0,0,8,1,Yes,No,33.798,n/a
23,Male,25,0,0,9,1,Yes,No,38.017,n/a
23,Male,25,0,0,9,1,No,No,38.22,n/a
23,Male,25,0,0,10,1,Yes,No,42.252,n/a
23,Male,25,0,n/a,n/a,n/a,n/a,n/a,47.26,End!
23,Male,25,1,5,1,1,Yes,No,4.447,n/a
23,Male,25,1,5,2,1,Yes,No,8.51,n/a
23,Male,25,1,5,3,3,n/a,Yes,13.048,n/a
23,Male,25,1,5,4,3,n/a,Yes,17.26,n/a
23,Male,25,1,5,5,2,Yes,No,21.165,n/a
23,Male,25,1,5,6,1,Yes,No,24.686,n/a
23,Male,25,1,5,6,1,No,No,24.899,n/a
23,Male,25,1,5,7,1,Yes,No,28.855,n/a
23,Male,25,1,5,8,2,No,No,33.36,n/a
23,Male,25,1,5,8,2,n/a,Yes,33.476,n/a
23,Male,25,1,5,9,1,Yes,No,37.445,n/a
23,Male,25,1,5,9,1,No,No,37.643,n/a
23,Male,25,1,5,10,3,No,No,41.804,n/a
23,Male,25,1,5,10,3,n/a,Yes,41.906,n/a
23,Male,25,1,5,10,3,No,No,42.449,n/a
23,Male,25,1,5,11,2,Yes,No,45.882,n/a
23,Male,25,1,5,11,2,No,No,46.079,n/a
23,Male,25,1,5,11,2,No,No,46.681,n/a
23,Male,25,1,5,12,1,Yes,No,49.394,n/a
23,Male,25,1,5,12,1,No,No,49.561,n/a
23,Male,25,1,5,13,2,Yes,No,53.57,n/a
23,Male,25,1,5,13,2,No,No,53.77,n/a
23,Male,25,1,5,13,2,No,No,54.314,n/a
23,Male,25,1,5,14,1,Yes,No,57.248,n/a
23,Male,25,1,5,15,1,No,No,58.023,n/a
23,Male,25,1,5,15,1,Yes,No,61.223,n/a
23,Male,25,1,5,16,3,No,No,65.718,n/a
23,Male,25,1,5,16,3,n/a,Yes,65.834,n/a
23,Male,25,1,5,16,3,No,No,66.261,n/a
23,Male,25,1,5,17,1,Yes,No,69.767,n/a
23,Male,25,1,5,18,3,n/a,Yes,74.233,n/a
23,Male,25,1,5,19,2,Yes,No,78.225,n/a
23,Male,25,1,5,19,2,No,No,78.373,n/a
23,Male,25,1,5,20,1,Yes,No,81.726,n/a
23,Male,25,1,5,20,1,No,No,81.926,n/a
23,Male,25,1,n/a,n/a,n/a,n/a,n/a,86.786,End!
23,Male,25,2,1,1,1,Yes,No,4.333,n/a
23,Male,25,2,1,1,1,No,No,4.53,n/a
23,Male,25,2,1,2,2,Yes,No,8.425,n/a
23,Male,25,2,1,3,1,Yes,No,12.659,n/a
23,Male,25,2,1,4,3,No,No,17.126,n/a
23,Male,25,2,1,4,3,n/a,Yes,17.242,n/a
23,Male,25,2,1,5,1,Yes,No,21.252,n/a
23,Male,25,2,1,5,1,No,No,21.415,n/a
23,Male,25,2,1,6,3,No,No,25.64,n/a
23,Male,25,2,1,6,3,n/a,Yes,25.657,n/a
23,Male,25,2,1,7,1,Yes,No,29.698,n/a
23,Male,25,2,1,7,1,No,No,29.916,n/a
23,Male,25,2,1,8,3,No,No,34.072,n/a
23,Male,25,2,1,8,3,n/a,Yes,34.089,n/a
23,Male,25,2,1,9,2,Yes,No,37.924,n/a
23,Male,25,2,1,10,1,Yes,No,42.192,n/a
23,Male,25,2,1,11,1,Yes,No,46.421,n/a
23,Male,25,2,1,12,2,Yes,No,50.659,n/a
23,Male,25,2,1,12,2,No,No,50.888,n/a
23,Male,25,2,1,12,2,No,No,51.454,n/a
