Age,Gender,Participant ID,Test ID,PAM,# Box,State,Within Range?,Box Collision?,Timestamp,End!
21,Male,8,0,0,1,4,n/a,Yes,4.598,n/a
21,Male,8,0,0,2,1,Yes,No,8.626,n/a
21,Male,8,0,0,3,1,Yes,No,12.865,n/a
21,Male,8,0,0,4,1,Yes,No,16.973,n/a
21,Male,8,0,0,5,1,Yes,No,21.246,n/a
21,Male,8,0,0,6,1,Yes,No,25.4,n/a
21,Male,8,0,0,7,1,Yes,No,29.463,n/a
21,Male,8,0,0,8,1,Yes,No,33.924,n/a
21,Male,8,0,0,9,1,Yes,No,38.15,n/a
21,Male,8,0,0,10,3,n/a,Yes,42.596,n/a
21,Male,8,0,n/a,n/a,n/a,n/a,n/a,47.405,End!
21,Male,8,1,1,1,1,Yes,No,4.34,n/a
21,Male,8,1,1,2,2,Yes,No,8.583,n/a
21,Male,8,1,1,3,1,Yes,No,12.739,n/a
21,Male,8,1,1,4,2,Yes,No,16.936,n/a
21,Male,8,1,1,5,3,n/a,Yes,21.465,n/a
21,Male,8,1,1,6,1,Yes,No,25.397,n/a
21,Male,8,1,1,7,2,Yes,No,29.639,n/a
21,Male,8,1,1,8,1,Yes,No,33.878,n/a
21,Male,8,1,1,9,1,Yes,No,38.08,n/a
21,Male,8,1,1,10,3,n/a,Yes,42.576,n/a
21,Male,8,1,1,11,1,Yes,No,46.407,n/a
21,Male,8,1,1,12,1,Yes,No,50.62,n/a
21,Male,8,1,1,13,3,n/a,Yes,55.216,n/a
21,Male,8,1,1,14,1,Yes,No,59.213,n/a
21,Male,8,1,1,15,2,Yes,No,63.326,n/a
21,Male,8,1,1,16,1,Yes,No,67.779,n/a
21,Male,8,1,1,17,3,n/a,Yes,72.161,n/a
21,Male,8,1,1,18,2,Yes,No,76.033,n/a
21,Male,8,1,1,19,3,n/a,Yes,80.628,n/a
21,Male,8,1,1,20,1,Yes,No,84.684,n/a
21,Male,8,1,n/a,n/a,n/a,n/a,n/a,89.613,End!
21,Male,8,2,5,1,1,Yes,No,4.266,n/a
21,Male,8,2,5,2,1,Yes,No,8.416,n/a
21,Male,8,2,5,3,3,n/a,Yes,13.049,n/a
21,Male,8,2,5,4,2,Yes,No,17.047,n/a
21,Male,8,2,5,5,1,Yes,No,20.456,n/a
21,Male,8,2,5,6,1,Yes,No,24.655,n/a
21,Male,8,2,5,7,3,n/a,Yes,29.241,n/a
21,Male,8,2,5,8,3,n/a,Yes,33.451,n/a
21,Male,8,2,5,9,1,Yes,No,37.239,n/a
21,Male,8,2,5,10,1,Yes,No,41.603,n/a
21,Male,8,2,5,11,2,Yes,No,45.838,n/a
21,Male,8,2,5,12,2,Yes,No,49.398,n/a
21,Male,8,2,5,13,1,Yes,No,52.977,n/a
21,Male,8,2,5,14,1,Yes,No,57.185,n/a
21,Male,8,2,5,15,2,Yes,No,61.321,n/a
21,Male,8,2,5,16,3,n/a,Yes,65.213,n/a
21,Male,8,2,5,17,1,Yes,No,69.225,n/a
21,Male,8,2,5,18,3,n/a,Yes,73.677,n/a
21,Male,8,2,5,19,2,Yes,No,77.615,n/a
21,Male,8,2,5,20,1,Yes,No,81.251,n/a
21,Male,8,2,n/a,n/a,n/a,n/a,n/a,86.245,End!
21,Male,8,3,2,1,1,Yes,No,4.335,n/a
21,Male,8,3,2,2,3,n/a,Yes,8.803,n/a
21,Male,8,3,2,3,1,Yes,No,12.83,n/a
21,Male,8,3,2,4,1,Yes,No,16.964,n/a
21,Male,8,3,2,5,3,n/a,Yes,21.458,n/a
21,Male,8,3,2,6,2,Yes,No,25,n/a
21,Male,8,3,2,7,1,Yes,No,29.497,n/a
21,Male,8,3,2,8,1,Yes,No,33.889,n/a
