Age,Gender,Participant ID,Test ID,PAM,# Box,State,Within Range?,Box Collision?,Timestamp,End!
28,Male,17,0,0,1,1,Yes,No,4.466,n/a
28,Male,17,0,0,2,1,Yes,No,8.726,n/a
28,Male,17,0,0,3,1,Yes,No,12.93,n/a
28,Male,17,0,0,4,1,Yes,No,17.498,n/a
28,Male,17,0,0,5,1,Yes,No,21.764,n/a
28,Male,17,0,0,6,3,n/a,Yes,26.225,n/a
28,Male,17,0,0,7,1,Yes,No,30.274,n/a
28,Male,17,0,0,8,1,Yes,No,34.401,n/a
28,Male,17,0,0,9,3,n/a,Yes,39.063,n/a
28,Male,17,0,0,10,1,Yes,No,43.026,n/a
28,Male,17,0,n/a,n/a,n/a,n/a,n/a,48.09,End!
28,Male,17,1,2,1,2,Yes,No,4.00,n/a
28,Male,17,1,2,2,3,n/a,Yes,8.854,n/a
28,Male,17,1,2,3,1,Yes,No,12.87,n/a
28,Male,17,1,2,4,1,Yes,No,17.093,n/a
28,Male,17,1,2,5,2,Yes,No,21.00,n/a
28,Male,17,1,2,6,2,No,No,25.647,n/a
28,Male,17,1,2,7,1,Yes,No,29.725,n/a
28,Male,17,1,2,8,1,Yes,No,33.97,n/a
28,Male,17,1,2,9,2,Yes,No,38.00,n/a
28,Male,17,1,2,10,1,Yes,No,42.414,n/a
28,Male,17,1,2,11,1,Yes,No,46.643,n/a
28,Male,17,1,2,12,3,n/a,Yes,51.173,n/a
28,Male,17,1,2,13,1,Yes,No,55.218,n/a
28,Male,17,1,2,14,3,n/a,Yes,59.623,n/a
28,Male,17,1,2,15,1,Yes,No,63.595,n/a
28,Male,17,1,2,16,2,No,No,68.095,n/a
28,Male,17,1,2,17,1,Yes,No,72.157,n/a
28,Male,17,1,2,18,3,n/a,Yes,76.553,n/a
28,Male,17,1,2,19,1,Yes,No,80.568,n/a
28,Male,17,1,2,20,3,n/a,Yes,84.962,n/a
28,Male,17,1,n/a,n/a,n/a,n/a,n/a,89.808,End!
28,Male,17,2,4,1,1,Yes,No,4.31,n/a
28,Male,17,2,4,2,3,n/a,Yes,8.841,n/a
28,Male,17,2,4,3,1,Yes,No,12.841,n/a
28,Male,17,2,4,4,1,Yes,No,17.128,n/a
28,Male,17,2,4,5,2,Yes,No,22.845,n/a
28,Male,17,2,4,6,1,Yes,No,27.217,n/a
